County,PrecinctName,HILLARY CLINTON,DONALD TRUMP,GARY JOHNSON,JILL STEIN,EVAN MCMULLIN,DARRELL CASTLE,TOM HOEFLING,LAURENCE KOTLIKOFF,JAMES ANDERSON,Phillip Seeberg,MARSHALL SCHOENKE,KEVIN MCKEE,JOSEPH MALDONADO,JOANN BREIVOGEL,LAIO MORRIS,DAVID STACK,Matthew Roberts,JONATHAN LEE,BEN HARTNELL,AUTHOR BRUMFIELD,DUFF SMITH,ROY TYREE,CHERUNDA FOX,TIMOTHY MELUCH,Nathan Johnson,JAMES STRUCK,MARK HARPER,DEM WYSINGER,DAVID FORMHALS,JIM BROWN,SHEILA BOLAR,EDWARD LEARNER,JAMES MITCHELL,MARY VANN,ROBERT LANIER,Scott Bradley,SUSANA SANDOVAL,Total
Carroll,MT CARROLL 1,88,154,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271
Carroll,MT CARROLL 2,178,261,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469
Carroll,MT CARROLL 3,97,163,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288
Carroll,ROCK CREEK-LIMA 1,161,263,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
Carroll,ROCK CREEK-LIMA 2,155,325,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523
Carroll,SALEM,50,145,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
Carroll,SAVANNA 1,104,88,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
Carroll,SAVANNA 2,69,77,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
Carroll,SAVANNA 3,75,88,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
Carroll,SAVANNA 4,124,163,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
Carroll,SAVANNA 5,112,143,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273
Carroll,SAVANNA 6,160,188,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
Carroll,WASHINGTON,65,110,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
Carroll,WOODLAND,54,105,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Carroll,WYSOX 1,133,266,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416
Carroll,WYSOX 2,59,147,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
Carroll,YORK,314,504,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862
Cass,,,,,,12,3,0,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,0,,,,,15
Cass,ARENZVILLE 11,88,294,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405
Cass,ASHLAND 20,75,198,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
Cass,ASHLAND 21,98,259,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
Cass,BEARDSTOWN 1,72,87,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170
Cass,BEARDSTOWN 2,118,150,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
Cass,BEARDSTOWN 3,70,63,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
Cass,BEARDSTOWN 4,89,101,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
Cass,BEARDSTOWN 5,58,96,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162
Cass,BEARDSTOWN 6,133,116,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261
Cass,BEARDSTOWN 7,171,264,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
Cass,BEARDSTOWN 8,62,83,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
Cass,BLUFF SPRINGS 10,129,335,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480
Cass,CHANDLERVILLE 18,49,148,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207
Cass,ELECTIONS OFFICE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cass,HAGENER 9,42,136,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
Cass,NEWMANSVILLE 19,7,30,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Cass,PANTHER CREEK 17,49,117,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
Cass,PHILADELPHIA 16,28,88,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
Cass,SANGAMON VALLEY 12,38,128,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
Cass,VIRGINIA 13,76,155,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238
Cass,VIRGINIA 14,56,121,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
Cass,VIRGINIA 15,113,247,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
Champaign,,,,,,620,25,3,19,50,,0,,0,,0,,,1,,,0,,,,,,,,,,,,1,,,,,719
Champaign,Ayers,54,165,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
Champaign,Brown Fisher,177,572,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805
Champaign,Brown Foosland,25,103,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
Champaign,Champaign 1,85,43,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140
Champaign,Champaign 2,604,610,65,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290
Champaign,Champaign 3,654,676,57,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405
Champaign,Champaign 4,998,597,89,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706
Champaign,Champaign 5,697,551,72,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342
Champaign,Champaign 6,801,453,61,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333
Champaign,City of Champaign 1,670,28,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713
Champaign,City of Champaign 10,389,89,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506
Champaign,City of Champaign 11,820,139,38,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038
Champaign,City of Champaign 12,703,132,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893
Champaign,City of Champaign 13,697,128,52,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914
Champaign,City of Champaign 14,258,67,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359
Champaign,City of Champaign 15,450,150,41,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663
Champaign,City of Champaign 16,307,174,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526
Champaign,City of Champaign 17,806,431,69,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333
Champaign,City of Champaign 18,538,266,43,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863
Champaign,City of Champaign 19,465,159,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683
Champaign,City of Champaign 2,517,65,33,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634
Champaign,City of Champaign 20,537,162,42,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749
Champaign,City of Champaign 21,322,126,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493
Champaign,City of Champaign 22,191,118,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325
Champaign,City of Champaign 23,211,139,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
Champaign,City of Champaign 24,809,429,68,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318
Champaign,City of Champaign 25,286,148,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490
Champaign,City of Champaign 26,471,242,64,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802
Champaign,City of Champaign 27,304,148,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
Champaign,City of Champaign 28,215,105,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346
Champaign,City of Champaign 29,275,180,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479
Champaign,City of Champaign 3,1044,263,89,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428
Champaign,City of Champaign 30,469,133,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644
Champaign,City of Champaign 31,395,155,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607
Champaign,City of Champaign 32,516,332,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904
Champaign,City of Champaign 33,667,384,53,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126
Champaign,City of Champaign 34,1047,662,102,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840
Champaign,City of Champaign 35,615,291,48,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985
Champaign,City of Champaign 36,461,260,53,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784
Champaign,City of Champaign 37,826,500,70,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421
Champaign,City of Champaign 38,721,430,50,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217
Champaign,City of Champaign 39,492,256,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812
Champaign,City of Champaign 4,846,334,96,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294
Champaign,City of Champaign 5,1676,338,112,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165
Champaign,City of Champaign 6,815,232,59,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142
Champaign,City of Champaign 7,970,159,76,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235
Champaign,City of Champaign 8,993,287,93,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401
Champaign,City of Champaign 9,603,97,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735
Champaign,Colfax,46,82,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143
Champaign,Compromise Gifford,97,438,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
Champaign,Compromise Penfield,41,139,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
Champaign,Condit,46,222,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294
Champaign,Crittenden,55,133,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
Champaign,Cunningham 1,830,53,21,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923
Champaign,Cunningham 10,457,26,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528
Champaign,Cunningham 11,294,41,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
Champaign,Cunningham 12,722,102,49,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932
Champaign,Cunningham 13,429,96,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573
Champaign,Cunningham 14,525,139,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700
Champaign,Cunningham 15,345,113,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482
Champaign,Cunningham 16,424,120,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583
Champaign,Cunningham 17,424,252,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737
Champaign,Cunningham 18,422,247,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714
Champaign,Cunningham 19,885,254,61,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226
Champaign,Cunningham 2,356,41,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433
Champaign,Cunningham 20,326,188,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542
Champaign,Cunningham 21,481,117,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638
Champaign,Cunningham 22,534,164,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751
Champaign,Cunningham 23,740,396,52,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215
Champaign,Cunningham 3,654,97,54,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821
Champaign,Cunningham 4,733,75,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
Champaign,Cunningham 5,854,105,48,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017
Champaign,Cunningham 6,389,80,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510
Champaign,Cunningham 7,453,42,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550
Champaign,Cunningham 8,753,44,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888
Champaign,Cunningham 9,755,142,44,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968
Champaign,East Bend,65,261,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340
Champaign,Harwood,74,233,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323
Champaign,Hensley,224,283,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526
Champaign,Kerr,15,63,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
Champaign,Ludlow 1,57,192,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
Champaign,Ludlow 2,254,358,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644
Champaign,Ludlow 3,312,320,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669
Champaign,Mahomet 1,607,988,116,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726
Champaign,Mahomet 2,328,602,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980
Champaign,Mahomet 3,300,576,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936
Champaign,Mahomet 4,536,1076,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726
Champaign,Mahomet 5,338,740,77,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175
Champaign,Newcomb,213,508,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765
Champaign,Ogden 1,127,375,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
Champaign,Ogden 2,47,245,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301
Champaign,Pesotum,115,336,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481
Champaign,Philo,326,660,82,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075
Champaign,Rantoul 1,219,372,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631
Champaign,Rantoul 2,311,217,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570
Champaign,Rantoul 3,180,224,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424
Champaign,Rantoul 4,151,477,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682
Champaign,Rantoul 5,375,382,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811
Champaign,Rantoul 6,323,234,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612
Champaign,Raymond,50,152,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
Champaign,Sadorus Ivesdale,62,90,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
Champaign,Sadorus Sadorus,78,199,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292
Champaign,Scott Bondville,83,173,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279
Champaign,Scott Seymour,47,157,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
Champaign,Sidney,203,618,63,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892
Champaign,Somer,156,295,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479
Champaign,South Homer,178,538,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755
Champaign,St Joseph 1,253,670,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983
Champaign,St Joseph 2,311,795,73,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194
Champaign,St Joseph 3,172,536,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766
Champaign,Stanton,42,251,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304
Champaign,Tolono 1,322,588,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978
Champaign,Tolono 2,472,381,67,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938
Champaign,Tolono 3,222,497,64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795
Champaign,Urbana 1,170,118,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304
Champaign,Urbana 2,413,448,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908
Champaign,Urbana 3,368,335,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743
Champaign,Urbana 4,476,349,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874
Christian,ASSUMPTION,148,413,28,6,2,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,597
Christian,BEAR CREEK,59,200,6,4,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,269
Christian,BUCKHART,229,704,46,8,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,987
Christian,GREENWOOD,6,96,1,0,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,103
Christian,JOHNSON,84,331,17,3,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,435
Christian,KING,16,84,6,0,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,106
Christian,LOCUST,79,235,10,2,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,326
Christian,MAY,245,691,47,7,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,990
Christian,MOSQUITO,45,145,8,2,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,200
Christian,MT AUBURN,116,330,21,5,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,472
Christian,PANA #1,115,323,14,2,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,454
Christian,PANA #2,255,623,47,11,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,936
Christian,PANA #3,138,358,29,8,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,533
Christian,PANA #4,131,272,13,2,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,418
Christian,PANA #5,82,236,15,6,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,339
Christian,PRAIRIETON,59,192,10,1,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,262
Christian,PRESIDENTIAL BALLOT,0,0,0,0,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,0
Christian,RICKS,125,446,30,2,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,603
Christian,ROSAMOND,38,138,2,2,2,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,182
Christian,SOUTH FORK #1,172,363,24,3,3,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,565
Christian,SOUTH FORK #2,89,219,14,5,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,327
Christian,SOUTH FORK #3,96,223,11,3,3,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,336
Christian,STONINGTON,142,387,25,5,3,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,562
Christian,TAYLORVILLE #1,150,381,36,6,2,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,575
Christian,TAYLORVILLE #2,184,351,21,6,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,562
Christian,TAYLORVILLE #3,174,434,25,5,2,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,640
Christian,TAYLORVILLE #4,267,605,28,7,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,907
Christian,TAYLORVILLE #5,252,585,43,14,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,894
Christian,TAYLORVILLE #6,177,364,27,11,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,579
Christian,TAYLORVILLE #7,159,360,39,8,0,0,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,566
Christian,TAYLORVILLE #8,160,454,19,5,0,1,,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,639
Clark,,,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Clark,ANDERSON,56,185,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
Clark,AUBURN,23,110,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
Clark,CASEY 1,103,466,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590
Clark,CASEY 2,66,267,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349
Clark,CASEY 3,64,229,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316
Clark,CASEY 4,78,396,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486
Clark,DARWIN,57,115,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
Clark,DOLSON,51,153,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213
Clark,DOUGLAS,33,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
Clark,JOHNSON,28,143,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
Clark,MARSHALL 1,149,311,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480
Clark,MARSHALL 2,228,440,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703
Clark,MARSHALL 3,107,206,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331
Clark,MARSHALL 4,183,390,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596
Clark,MARTINSVILLE 1,93,344,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460
Clark,MARTINSVILLE 2,46,225,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
Clark,MELROSE,34,161,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
Clark,ORANGE,14,129,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
Clark,PARKER,11,105,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118
Clark,PRESIDENT ONLY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clark,WABASH 1,92,227,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337
Clark,WABASH 2,237,493,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755
Clark,WESTFIELD,78,237,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327
Clark,YORK,46,210,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271
Clay,,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,16
Clay,BIBLE GROVE,37,131,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
Clay,BLAIR,44,289,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343
Clay,CLAY CITY I,58,271,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344
Clay,CLAY CITY II,30,153,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
Clay,HARTER I,37,192,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
Clay,HARTER II,24,168,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
Clay,HARTER III,144,375,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547
Clay,HARTER IV,64,256,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337
Clay,HARTER V,99,509,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629
Clay,HARTER VI,60,314,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
Clay,HARTER VII,59,262,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334
Clay,HOOSIER,32,168,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209
Clay,LARKINSBURG I,12,113,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
Clay,LARKINSBURG II,19,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
Clay,LOUISVILLE I,56,280,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352
Clay,LOUISVILLE II,63,338,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425
Clay,OSKALOOSA,19,162,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
Clay,PIXLEY I,20,89,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
Clay,PIXLEY II,33,139,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
Clay,SONGER,24,158,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
Clay,STANFORD,50,315,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
