County,PrecinctName,HILLARY CLINTON,DONALD TRUMP,GARY JOHNSON,JILL STEIN,EVAN MCMULLIN,DARRELL CASTLE,TOM HOEFLING,LAURENCE KOTLIKOFF,JAMES ANDERSON,Phillip Seeberg,MARSHALL SCHOENKE,KEVIN MCKEE,JOSEPH MALDONADO,JOANN BREIVOGEL,LAIO MORRIS,DAVID STACK,Matthew Roberts,JONATHAN LEE,BEN HARTNELL,AUTHOR BRUMFIELD,DUFF SMITH,ROY TYREE,CHERUNDA FOX,TIMOTHY MELUCH,Nathan Johnson,JAMES STRUCK,MARK HARPER,DEM WYSINGER,DAVID FORMHALS,JIM BROWN,SHEILA BOLAR,EDWARD LEARNER,JAMES MITCHELL,MARY VANN,ROBERT LANIER,Scott Bradley,SUSANA SANDOVAL,Total
Cook,Ward 40 Precinct 13,800,43,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885
Cook,Ward 40 Precinct 14,404,114,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542
Cook,Ward 40 Precinct 15,425,91,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
Cook,Ward 40 Precinct 16,640,46,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737
Cook,Ward 40 Precinct 17,403,97,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513
Cook,Ward 40 Precinct 18,502,50,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566
Cook,Ward 40 Precinct 19,584,133,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749
Cook,Ward 40 Precinct 20,488,80,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598
Cook,Ward 40 Precinct 21,579,70,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675
Cook,Ward 40 Precinct 22,503,56,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580
Cook,Ward 40 Precinct 23,582,55,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664
Cook,Ward 40 Precinct 24,433,105,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575
Cook,Ward 40 Precinct 25,640,45,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705
Cook,Ward 40 Precinct 26,511,51,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589
Cook,Ward 40 Precinct 27,668,76,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782
Cook,Ward 40 Precinct 28,558,44,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635
Cook,Ward 40 Precinct 29,418,123,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
Cook,Ward 40 Precinct 30,370,122,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505
Cook,Ward 40 Precinct 31,573,50,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654
Cook,Ward 40 Precinct 32,563,62,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649
Cook,Ward 40 Precinct 33,528,37,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587
Cook,Ward 40 Precinct 34,409,114,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
Cook,Ward 40 Precinct 35,391,81,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481
Cook,Ward 40 Precinct 36,476,61,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557
Cook,Ward 40 Precinct 37,542,67,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645
Cook,Ward 40 Precinct 38,622,78,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727
Cook,Ward 40 Precinct 39,196,19,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
Cook,Ward 41 Precinct 01,244,250,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520
Cook,Ward 41 Precinct 02,258,306,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590
Cook,Ward 41 Precinct 03,297,187,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505
Cook,Ward 41 Precinct 04,299,212,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548
Cook,Ward 41 Precinct 05,339,268,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643
Cook,Ward 41 Precinct 06,338,241,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616
Cook,Ward 41 Precinct 07,305,282,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629
Cook,Ward 41 Precinct 08,270,250,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559
Cook,Ward 41 Precinct 09,322,219,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566
Cook,Ward 41 Precinct 10,329,224,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583
Cook,Ward 41 Precinct 11,294,303,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632
Cook,Ward 41 Precinct 12,308,261,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586
Cook,Ward 41 Precinct 13,296,339,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676
Cook,Ward 41 Precinct 14,381,208,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624
Cook,Ward 41 Precinct 15,371,276,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691
Cook,Ward 41 Precinct 16,278,231,22,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547
Cook,Ward 41 Precinct 17,326,210,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
Cook,Ward 41 Precinct 18,279,211,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512
Cook,Ward 41 Precinct 19,358,206,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616
Cook,Ward 41 Precinct 20,235,186,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442
Cook,Ward 41 Precinct 21,297,199,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527
Cook,Ward 41 Precinct 22,298,243,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579
Cook,Ward 41 Precinct 23,250,343,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618
Cook,Ward 41 Precinct 24,227,271,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517
Cook,Ward 41 Precinct 25,341,218,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589
Cook,Ward 41 Precinct 26,289,205,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527
Cook,Ward 41 Precinct 27,271,255,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547
Cook,Ward 41 Precinct 28,444,219,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697
Cook,Ward 41 Precinct 29,304,206,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523
Cook,Ward 41 Precinct 30,303,227,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555
Cook,Ward 41 Precinct 31,335,225,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594
Cook,Ward 41 Precinct 32,248,191,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
Cook,Ward 41 Precinct 33,282,244,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545
Cook,Ward 41 Precinct 34,245,223,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491
Cook,Ward 41 Precinct 35,323,295,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644
Cook,Ward 41 Precinct 36,281,239,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
Cook,Ward 41 Precinct 37,338,247,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617
Cook,Ward 41 Precinct 38,267,228,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519
Cook,Ward 41 Precinct 39,303,263,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591
Cook,Ward 41 Precinct 40,271,307,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606
Cook,Ward 41 Precinct 41,271,278,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570
Cook,Ward 41 Precinct 42,292,265,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583
Cook,Ward 41 Precinct 43,304,279,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605
Cook,Ward 41 Precinct 44,268,283,36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591
Cook,Ward 41 Precinct 45,296,222,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544
Cook,Ward 41 Precinct 46,281,251,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563
Cook,Ward 41 Precinct 47,325,184,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548
Cook,Ward 42 Precinct 01,443,162,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626
Cook,Ward 42 Precinct 02,619,143,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809
Cook,Ward 42 Precinct 03,581,122,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750
Cook,Ward 42 Precinct 04,930,253,48,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249
Cook,Ward 42 Precinct 05,436,99,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574
Cook,Ward 42 Precinct 06,462,156,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653
Cook,Ward 42 Precinct 07,604,166,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807
Cook,Ward 42 Precinct 08,477,114,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622
Cook,Ward 42 Precinct 09,614,115,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776
Cook,Ward 42 Precinct 10,690,162,33,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897
Cook,Ward 42 Precinct 11,298,145,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
Cook,Ward 42 Precinct 12,412,113,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559
Cook,Ward 42 Precinct 13,380,155,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
Cook,Ward 42 Precinct 14,648,186,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877
Cook,Ward 42 Precinct 15,454,145,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633
Cook,Ward 42 Precinct 16,554,124,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727
Cook,Ward 42 Precinct 17,721,207,59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993
Cook,Ward 42 Precinct 18,646,172,68,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891
Cook,Ward 42 Precinct 19,663,198,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898
Cook,Ward 42 Precinct 20,583,170,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791
Cook,Ward 42 Precinct 21,590,95,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723
Cook,Ward 42 Precinct 22,275,93,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392
Cook,Ward 42 Precinct 23,531,187,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756
Cook,Ward 42 Precinct 24,529,142,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699
Cook,Ward 42 Precinct 25,528,205,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779
Cook,Ward 42 Precinct 26,615,169,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830
Cook,Ward 42 Precinct 27,350,117,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498
Cook,Ward 42 Precinct 28,565,195,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797
Cook,Ward 42 Precinct 29,538,163,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745
Cook,Ward 42 Precinct 30,398,127,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558
Cook,Ward 42 Precinct 31,625,211,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877
Cook,Ward 42 Precinct 32,552,169,47,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777
Cook,Ward 42 Precinct 33,628,102,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772
Cook,Ward 42 Precinct 34,418,159,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616
Cook,Ward 42 Precinct 35,747,161,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965
Cook,Ward 42 Precinct 36,881,209,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148
Cook,Ward 42 Precinct 37,388,109,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528
Cook,Ward 42 Precinct 38,514,128,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672
Cook,Ward 42 Precinct 39,623,157,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835
Cook,Ward 42 Precinct 40,749,170,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961
Cook,Ward 42 Precinct 41,575,102,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722
Cook,Ward 42 Precinct 42,913,147,51,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126
Cook,Ward 43 Precinct 01,282,50,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360
Cook,Ward 43 Precinct 02,530,115,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697
Cook,Ward 43 Precinct 03,519,109,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681
Cook,Ward 43 Precinct 04,689,178,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922
Cook,Ward 43 Precinct 05,461,98,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603
Cook,Ward 43 Precinct 06,398,68,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508
Cook,Ward 43 Precinct 07,354,64,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
Cook,Ward 43 Precinct 08,425,92,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545
Cook,Ward 43 Precinct 09,543,110,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688
Cook,Ward 43 Precinct 10,590,132,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773
Cook,Ward 43 Precinct 11,495,109,42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656
Cook,Ward 43 Precinct 12,393,74,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497
Cook,Ward 43 Precinct 13,518,110,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667
Cook,Ward 43 Precinct 14,501,90,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639
Cook,Ward 43 Precinct 15,580,144,31,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771
Cook,Ward 43 Precinct 16,603,117,70,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801
Cook,Ward 43 Precinct 17,413,115,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564
Cook,Ward 43 Precinct 18,565,124,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743
Cook,Ward 43 Precinct 19,571,119,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729
Cook,Ward 43 Precinct 20,591,113,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745
